"ID","category","title","country","price","rating","description","vintage","region","varietal","url"
"132343","Red","Brick House 2011 Evelyn's Pinot Noir (Ribbon Ridge)","US","60","95","Honoring winemaker Doug Tunnell's mother Evelyn, this reserve bottling is a blend of barrels and clones, and yields the most concentrated of the Brick House 2011 Pinot Noirs. Cherry blossom scents give way to a solidly built wine with firm fruit flavors of plum and boysenberry preserves. A hint of pretty chocolate shines through the extended finish, bolstered with pitch-perfect tannins.","2011","Oregon","Pinot Noir","https://www.winemag.com/buying-guide/brick-house-2011-evelyns-pinot-noir-willamette-valley-ribbon-ridge/"
"132415","Red","Maison Roche de Bellene 2011  Echézeaux","France","262","95","Rich black fruits are supported by a dark structure and intensely juicy, youthful acidity. It is powerful, ripe and full of potential. Definitely young with its exuberant fruit, it is going to need serious aging. Drink this wine from 2020.","2011","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/roche-bellene-2011-pinot-noir-echezeaux/"
"132416","Red","Maison Roche de Bellene 2011  Clos Saint-Denis","France","295","95","A strongly aromatic wine, it shows the freshness of the vintage along with great rich layers of fruit and firm tannins. It's a wonderfully juicy wine, full of black fruits, acidity and a dark structure. The potential is considerable, so don't drink before 2018.","2011","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/roche-bellene-2011-pinot-noir-clos-saint-denis/"
"132417","White","Domaine Vincent Girardin 2011  Bienvenues Bâtard-Montrachet","France","304","95","It seems smooth and opulent initially, but then shows a structured side that brings out wood flavors, intense acidity and great depth. It's a powerful wine, very rich while keeping the freshness of the year and promising long-term aging. Drink from 2018.","2011","Burgundy","Chardonnay","https://www.winemag.com/buying-guide/domaine-vincent-girardin-2011-chardonnay-bienvenues-batard-montrachet/"
"132418","White","Pieropan 2011 La Rocca  (Soave Classico)","Italy","31","95","This stunning single-vineyard selection is one of Italy's most iconic whites and helped kick off Soave's renaissance. It delivers pressed yellow flowers, golden apples, citrus, melon and mango alongside mineral and toasted almond notes. Already delicious and well balanced, it will age beautifully and develop more complexity for several years at least. Drink through 2021.","2011","Veneto","Garganega","https://www.winemag.com/buying-guide/pieropan-2011-rocca-italian-white-garganega-soave-classico/"
"132419","Sparkling","Taittinger 2005 Comtes de Champagne Blanc de Blancs Brut Chardonnay (Champagne)","France","170","95","With just a touch of bottle age giving a toasty character, this impressive wine is already showing some maturity. That said, the apple and citrus character, the mineral tight texture and crisp acidity promise some aging. The wine conveys a sense of elegance, intensity and richness. Drink now, but the wine will also age.","2005","Champagne","Chardonnay","https://www.winemag.com/buying-guide/taittinger-2005-comtes-champagne-blanc-blancs-brut-chardonnay-champagne/"
"132420","White","Domaine Vincent Girardin 2011  Bâtard-Montrachet","France","415","95","This wine glories in its rich texture and opulent feel. It strikes an almost perfect balance between ripe fruit and amazing freshness. Wood toast adds a delicate layer of flavor between the acidity and warm yellow fruits. The steely character and the tight final texture are both promises for the future. Drink from 2018.","2011","Burgundy","Chardonnay","https://www.winemag.com/buying-guide/domaine-vincent-girardin-2011-chardonnay-batard-montrachet/"
"132421","Red","Luis Duarte 2011 Rubrica Red (Alentejano)","Portugal","40","95","One of Portugal's top reds, this is a richly endowed wine. Ripe fruits are cut with fresh acidity, dark tannins and signs of judicious wood aging. It shows elegance, style and a rich aftertaste. Drink this great wine from 2018.","2011","Alentejano","Portuguese Red","https://www.winemag.com/buying-guide/luis-duarte-2011-rubrica-red-alentejano/"
"132423","Red","Château Cheval Blanc 2011  Saint-Émilion","France","788","95","This is an opulent, dense wine, very perfumed while also structured. It is complex, full of rich fruit that pours through the wood and dark tannin. It just hints at a more exuberant future, flavored with the ripest fruits while still keeping freshness. Drink from 2020.","2011","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-cheval-blanc-2011-red-saint-emilion/"
"132424","Red","Vieux Château Mazerat 2011  Saint-Émilion","France","150","95","This powerful wine comes from a superbly sited vineyard in the heart of Saint-Emilion. It is concentrated with huge tannins laced with black plum juice, dark berries and a dense, brooding character. A powerhouse of both fruit and tannin, it needs to age. Drink from 2018.","2011","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/vieux-chateau-mazerat-2011-red-saint-emilion/"
"132425","Red","Maison Roche de Bellene 2011  Clos de la Roche","France","295","95","Spice and mint dominate this intensely aromatic wine. Solid and very structured, it is still showing its wood aging and extraction. But its bright future is certain, with the weight of black fruits, the firm tannins and the mineral texture. Guard this wine and don't drink before 2020.","2011","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/roche-bellene-2011-pinot-noir-clos-roche/"
"132426","Red","Failla 2012 Whistler Vineyard Pinot Noir (Sonoma Coast)","US","52","95","This is one of Failla's riper, fruitier 2012 Pinots. Classic Sonoma Coast Pinot, with brisk acidity and complex flavors, it shows wild raspberry, cherry and blueberry fruits, persimmons, cola, and earthier notes of sautéed wild mushrooms and truffles. It's dry, tannic and tart, but as good as it is now, it will improve by resting until 2020.","2012","California","Pinot Noir","https://www.winemag.com/buying-guide/failla-2012-whistler-vineyard-pinot-noir-sonoma-coast/"
"132427","Red","Maison Roche de Bellene 2011  Chambertin","France","496","96","This most powerful of Grand Cru vineyards has yielded another blockbuster. Even in the 2011 vintage, the wine is a massive statement, packed with rich fruits, dark tannins and layers of blackberry and juicy acidity. The wine has a dry texture, that will soften slowly over many years. Drink from 2019.","2011","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/roche-bellene-2011-pinot-noir-chambertin/"
"132428","Red","Maison Roche de Bellene 2011  Bonnes-Mares","France","480","96","This wine has great power along with magnificently rich fruit. Wood aging provides a judicious support to its fullness and opulence. Acidity, black cherries and red berry fruits come together with firm tannins. Combined they are already in balance, but the wine needs to wait. Drink from 2018.","2011","Burgundy","Pinot Noir","https://www.winemag.com/buying-guide/roche-bellene-2011-pinot-noir-bonnes-mares/"
"132429","Red","Marimar Estate 2010 Doña Margarita Vineyard Chico's Run Unfiltered Pinot Noir (Sonoma Coast)","US","55","96","The perfume on this Pinot Noir is so gorgeous, you're tempted to just smell it. It gives off waves of raspberry Newton cookie, fig, orange zest and vanilla bean, and the flavors are even richer. So much power in such a delicately structured wine, it's a real achievement. The garnet color is as translucent as glass, the acidity is perfect and the alcohol gives the wine body and weight without being hot or heavy. As good as it is now, it will also cellar well; drink now–2018.","2010","California","Pinot Noir","https://www.winemag.com/buying-guide/marimar-estate-2010-dona-margarita-vineyard-chicos-run-unfiltered-pinot-noir-sonoma-coast/"
"132430","Red","Von Strasser 2011 Estate Vineyard Cabernet Sauvignon (Diamond Mountain District)","US","80","96","To call this Cabernet huge is an understatement. The tannins are hard and dramatic. As for the fruit, you can hardly find strong enough descriptors. It shows blackberry jam and black currants, cassis liqueur and minerals raised to fabulous mountain concentration. Violets and oak add to the equation. Somehow it all balances out, resulting in a wine of unusual grace and power. But it needs age. Drink 2019–2031, if not beyond.","2011","California","Cabernet Sauvignon","https://www.winemag.com/buying-guide/von-strasser-2011-estate-vineyard-cabernet-sauvignon-napa-diamond-mountain-district/"
"132431","Red","Laird 2010 Flat Rock Ranch Cabernet Sauvignon (Yountville)","US","105","96","It's not just the fruit, which is immaculately ripe in blackberries and black currants. The wine also stands out for the richness of the oak, so perfectly integrated, and the overall balance. Beautiful acidity and thick, rich, supple tannins come along with a gorgeous, long, dry finish. The vineyard is in Yountville. You'll want to cellar this 100% Cab until at least 2020, and it could be going strong longer.","2010","California","Cabernet Sauvignon","https://www.winemag.com/buying-guide/laird-2010-flat-rock-ranch-cabernet-sauvignon-napa-yountville/"
"132432","Red","Château Pétrus 2011  Pomerol","France","2000","97","This extravagantly perfumed wine has great juicy, ripe fruits. The tannic structure is almost secondary in the welter of ripe fruits, but it is enough to promise aging. Acidity and rich fruitiness partner each other to give a wine that is both fresh and powerful. Drink from 2020.","2011","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-petrus-2011-red-pomerol/"
"132433","Red","Château Ausone 2011  Saint-Émilion","France","826","97","Combining power with great elegance, this wine displays superripe, rich fruits that are restrained by velvet tannins and the delicious perfumed character from Cabernet Franc in the blend. Juicy, rich, structured, it's a beautiful wine with a great future. Drink from 2020.","2011","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-ausone-2011-red-saint-emilion/"
"133829","Red","Giuseppe Cortese 2006 Rabajà Riserva  (Barbaresco)","Italy","110","95","Demonstrating finesse and depth, it discloses a stunning fragrance of pressed rose, iris, berry, leather and truffle. The rich but elegant palate delivers creamy cherry, white pepper and licorice along with supple tannins. This wine already shows great depth but will continue to develop for years.","2006","Piedmont","Nebbiolo","https://www.winemag.com/buying-guide/giuseppe-cortese-2006-rabaja-riserva-nebbiolo-barbaresco/"
"133822","White","Rudi Pichler 2012 Wösendorfer Hochrain Smaragd Riesling (Wachau)","Austria","80","95","Powdery notions of white peony petals against a stony background suggest concealed aromas that need time to come to the fore. Right now the palate is tight, with buffered acidity at the core, long, lean and promising. Lime zest lurks amid suspicions of ripe peaches in a sherbety, lemony sharpness. The wine will blossom as of 2017.","2012","Wachau","Riesling","https://www.winemag.com/buying-guide/rudi-pichler-2012-wosendorfer-hochrain-smaragd-riesling-wachau/"
"133823","Red","Château Calon Ségur 2011  Saint-Estèphe","France","65","95","This wine has so many of the structural elements of a Saint-Estèphe, but also is enveloped by ripe fruitiness. Black in color and dense in character, it has sweetness from the plum juice fruits and great acidity. But it is also firm, powerfully projecting a serious potential. Drink from 2022.","2011","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/chateau-calon-segur-2011-red-saint-estephe/"
"133824","Red","Marchesi Antinori 2010 Tignanello Red (Toscana)","Italy","105","95","Black berry, plum, red currant and cedar aromas take center stage in this fantastic vintage of one of Italy's most iconic wines. The structured, poised palate delivers a great depth of flavors that include succulent black cherry, cracked black pepper and mocha that are energized by a flinty mineral note. Smooth and balanced with polished tannins and fresh acidity, this is already delicious but hold for complexity. Drink 2015–2030.","2010","Tuscany","Red Blend","https://www.winemag.com/buying-guide/marchesi-antinori-2010-tignanello-red-toscana/"
"133825","White","Rudi Pichler 2012 Wösendorfer Kirchweg Smaragd Riesling (Wachau)","Austria","75","95","The tightly closed nose only gives away a little ripe red apple. Even with the fruit locked underneath the stones, the sleek power, the impression of saltiness and lime-zest purity of this wine whisper promises. These will be kept, at least if you wait until 2017. This one will last and last.","2012","Wachau","Riesling","https://www.winemag.com/buying-guide/rudi-pichler-2012-wosendorfer-kirchweg-smaragd-riesling-wachau/"
"133826","Red","Clos Fourtet 2011  Saint-Émilion","France","85","95","Clos Fourtet is a continuing success. This 2011 is both rich and seriously structured. Ripe, with a mineral character, it starts firm and then shows generous blackberry fruits. Still young, it should not be drunk before 2018.","2011","Bordeaux","Bordeaux-style Red Blend","https://www.winemag.com/buying-guide/clos-fourtet-2011-red-saint-emilion/"
