"category","varietal","country","count"
"White","Pinot Blanc","Czech Republic","1"
"White","Sauvignon Blanc","Czech Republic","3"
"Red","Merlot-Cabernet Sauvignon","Czech Republic","1"
"Red","Frankovka","Czech Republic","1"
"White","Welschriesling","Czech Republic","1"
"White","Grenache","Egypt","1"
"White","Viognier","Egypt","1"
"White","Chenin Blanc","Egypt","1"
"Sparkling","Pinot Noir","England","8"
"Sparkling","White Blend","England","1"
"Sparkling","Chardonnay","England","14"
"Sparkling","Champagne Blend","England","14"
"Sparkling","Sparkling Blend","England","54"
"Dessert","Duras","France","1"
"Rose","Cabernet Merlot","France","1"
"Sparkling","Grenache","France","1"
"Red","Syrah","France","652"
"Red","Malbec-Tannat","France","13"
"White","Aligoté","France","33"
"White","Muscadelle","France","6"
"Red","Shiraz-Grenache","France","1"
"Dessert","Riesling","France","10"
"White","Chenin Blanc-Chardonnay","France","13"
"Red","Cabernet","France","2"
"White","Riesling","France","1208"
"White","Grenache Blanc","France","3"
"Dessert","Pinot Gris","France","45"
"Sparkling","Pinot Noir","France","185"
"Rose","Pinot Noir","France","17"
"Red","Pinot Noir","France","3460"
"Red","Shiraz","France","10"
"Red","Tannat-Syrah","France","3"
"White","White Blend","France","408"
"White","Pinot Blanc","France","305"
"Sparkling","Pinot-Chardonnay","France","2"
"Red","Poulsard","France","3"
"Sparkling","Riesling","France","1"
"White","Rosé","France","1"
"Dessert","Muscat Blanc à Petits Grains","France","15"
"White","Colombard-Sauvignon Blanc","France","25"
"White","Sauvignon Blanc-Sauvignon Gris","France","1"
"Dessert","Loin de l'Oeil","France","7"
"Red","Tannat-Cabernet","France","38"
"Rose","Rosé","France","2736"
"Dessert","Tannat","France","2"
"White","Gamay","France","1"
"Red","Tannat-Cabernet Franc","France","22"
"White","Viognier-Grenache Blanc","France","1"
"Dessert","Grenache Blanc","France","2"
"Fortified","Grenache","France","8"
"White","Cabernet Franc","France","1"
"Dessert","Muscat","France","9"
"White","Romorantin","France","5"
"Red","Merlot","France","237"
"White","Clairette","France","6"
"White","Chasselas","France","11"
"White","Tokay Pinot Gris","France","42"
"Fortified","Muscat","France","13"
"Red","Grenache","France","46"
"Dessert","Malbec","France","1"
"Red","Syrah-Viognier","France","6"
"White","Chenin Blanc","France","338"
"Red","Pied de Perdrix","France","2"
"White","Sémillon","France","6"
"Sparkling","Cabernet Franc-Cabernet Sauvignon","France","1"
"White","Verdelho","France","1"
"White","Sauvignon Gris","France","4"
"Rose","Pineau d'Aunis","France","2"
"White","Sparkling Blend","France","2"
"Rose","Rhône-style White Blend","France","1"
"Red","Cabernet-Syrah","France","8"
"Red","Merlot-Grenache","France","2"
"Rose","Grenache","France","5"
"Sparkling","Champagne Blend","France","2523"
"Red","Cabernet Sauvignon Grenache","France","1"
"Red","Ekigaïna","France","2"
"Rose","Grenache-Shiraz","France","1"
"Dessert","Bordeaux-style Red Blend","France","4"
"White","Red Blend","France","2"
"White","Sauvignon Blanc-Semillon","France","6"
"Red","Champagne Blend","France","1"
"Rose","Merlot-Cabernet Sauvignon","France","1"
"Red","Grenache-Syrah","France","114"
"Red","Tannat-Merlot","France","5"
"Port/Sherry","Champagne Blend","France","1"
"Rose","Shiraz","France","1"
"Red","Syrah-Carignan","France","3"
"White","Chardonnay-Sauvignon Blanc","France","3"
"Red","Grolleau","France","1"
"White","Alsace white blend","France","89"
"Red","Malbec-Merlot","France","113"
"Red","Rosé","France","2"
"Red","Grenache-Mourvèdre","France","12"
"Red","Cabernet Franc","France","294"
"Red","Merlot-Tannat","France","4"
"Red","White Blend","France","1"
"White","Marsanne-Roussanne","France","4"
"Sparkling","Petit Meslier","France","1"
"White","Moscato","France","3"
"Red","Grenache-Shiraz","France","1"
"Dessert","Chenin Blanc","France","78"
"Rose","Champagne Blend","France","4"
"Red","Pinot Gris","France","1"
"White","Aleatico","France","1"
"White","Sacy","France","2"
"Dessert","Bordeaux-style White Blend","France","584"
"Sparkling","Pinot Gris","France","4"
"Dessert","Grenache","France","5"
"Red","Syrah-Mourvèdre","France","3"
"White","Muscat Ottonel","France","2"
"White","Sauvignon Blanc-Chardonnay","France","5"
"Fortified","Tannat","France","4"
"White","Gewürztraminer","France","701"
"Red","Carignan","France","15"
"Sparkling","Pinot Blanc-Chardonnay","France","3"
"Rose","Grenache-Syrah","France","5"
"Red","Chardonnay","France","3"
"White","Ondenc","France","2"
"Red","Merlot-Syrah","France","1"
"Sparkling","Red Blend","France","6"
"White","Grenache Gris","France","2"
"Sparkling","Muscat","France","3"
"Dessert","Petit Manseng","France","42"
"Rose","Cabernet Franc","France","22"
"White","Edelzwicker","France","1"
"White","Sauvignon","France","7"
"Dessert","Red Blend","France","2"
"White","Viognier-Chardonnay","France","6"
"Sparkling","Pinot Meunier","France","25"
"Sparkling","Sparkling Blend","France","647"
"Red","Grenache Blend","France","3"
"Red","Syrah-Merlot","France","2"
"Red","Meritage","France","1"
"Red","Mondeuse","France","15"
"White","Petit Manseng","France","13"
"White","Pinot Auxerrois","France","19"
"Red","Mourvèdre","France","11"
"Sparkling","Sémillon","France","1"
"Red","Cabernet Franc-Cabernet Sauvignon","France","14"
"Dessert","Gewürztraminer","France","48"
"Dessert","Verdelho","France","1"
"Red","Malbec Blend","France","1"
"White","Picpoul","France","12"
"Sparkling","Pinot Blanc","France","22"
"Red","Manseng Noir","France","1"
"Sparkling","Pineau d'Aunis","France","1"
"Red","Trousseau","France","7"
"White","Auxerrois","France","12"
"Dessert","Muscadel","France","1"
"Sparkling","Negrette","France","1"
"Fortified","Malbec","France","2"
"White","Malbec","France","3"
"Red","Shiraz-Merlot","France","2"
"Rose","Merlot","France","6"
"Dessert","Mauzac","France","1"
"White","Muscadel","France","1"
"Rose","Syrah-Merlot","France","1"
"White","Provence white blend","France","38"
"Red","Negrette","France","20"
"Red","Prunelard","France","3"
"Rose","Carignan","France","1"
"Red","Abouriou","France","4"
"Red","Cabernet Sauvignon","France","122"
"Red","Syrah-Cabernet","France","5"
"Red","Gamay Noir","France","4"
"Sparkling","Malbec","France","2"
"White","Muscadet","France","3"
"Fortified","Rhône-style Red Blend","France","2"
"White","Muscat","France","61"
"White","Melon","France","352"
"Red","Marselan","France","1"
"Sparkling","Sauvignon Blanc","France","1"
"White","Semillon-Sauvignon Blanc","France","2"
"White","Rhône-style Red Blend","France","1"
"White","Chardonnay-Viognier","France","22"
"White","Sylvaner","France","59"
"Rose","Rolle","France","1"
"Sparkling","Shiraz","France","1"
"White","Ugni Blanc-Colombard","France","13"
"Red","Bordeaux-style Red Blend","France","9382"
"Sparkling","Ugni Blanc","France","1"
"White","Rhône-style White Blend","France","473"
"White","Roussanne","France","21"
"Sparkling","Chenin Blanc","France","71"
"Fortified","Red Blend","France","5"
"Sparkling","Muscat d'Alexandrie","France","1"
"Red","Provence red blend","France","84"
"Red","Mansois","France","5"
"Red","Merlot-Malbec","France","4"
"Sparkling","Chancellor","France","1"
"Dessert","White Blend","France","25"
"White","Marsanne","France","90"
"Rose","Cabernet Sauvignon","France","3"
"Dessert","Alsace white blend","France","1"
"Port/Sherry","Tannat","France","2"
"White","Merlot-Cabernet Sauvignon","France","1"
"Red","Pinot Noir-Gamay","France","17"
"Sparkling","Pinot Auxerrois","France","2"
"White","Muscat-Viognier","France","2"
"White","Mauzac","France","3"
"Fortified","Malbec-Merlot","France","1"
"Rose","Ortega","France","1"
"White","Sauvignon Blanc","France","1526"
"Dessert","Gros and Petit Manseng","France","33"
"Dessert","Semillon-Sauvignon Blanc","France","1"
"Red","Bordeaux-style White Blend","France","1"
"Red","Tannat","France","63"
"Red","Rhône-style Red Blend","France","2073"
"Red","G-S-M","France","18"
"Red","Braucol","France","7"
"Rose","Pinot Gris","France","1"
"Sparkling","Rhône-style Red Blend","France","1"
"Rose","Cabernet","France","1"
"Rose","Negrette","France","3"
"Red","Syrah-Grenache","France","36"
"White","Gros Manseng","France","30"
"Red","Cabernet Blend","France","4"
"White","Viognier","France","159"
"Sparkling","Mauzac","France","9"
"Red","Cinsault","France","3"
"White","Camarlet","France","1"
"White","Roussanne-Viognier","France","2"
"White","Pinot Gris","France","716"
"Sparkling","Gamay","France","5"
"White","Chardonnay-Pinot Gris","France","1"
"Red","Merlot-Cabernet Franc","France","3"
"Red","Merlot-Cabernet Sauvignon","France","18"
"Rose","Syrah-Grenache","France","3"
"Sparkling","Bordeaux-style Red Blend","France","1"
"Fortified","Muscat Blanc à Petits Grains","France","6"
"White","Vermentino","France","37"
"Red","Fer Servadou","France","6"
"White","Cinsault","France","1"
"Red","Shiraz-Cabernet Sauvignon","France","1"
"Red","Red Blend","France","561"
"White","Terret Blanc","France","1"
"White","Bordeaux-style Red Blend","France","5"
"Sparkling","Muscat Blanc à Petits Grains","France","1"
"Dessert","Gros Manseng","France","12"
"Red","Cabernet Sauvignon-Cabernet Franc","France","2"
"Sparkling","Auxerrois","France","6"
"Red","Sciaccerellu","France","4"
"Red","Cabernet Sauvignon-Shiraz","France","1"
"White","Melon de Bourgogne","France","51"
"Red","Malbec-Cabernet Franc","France","1"
"Dessert","Viognier","France","1"
"White","Petit Courbu","France","1"
"Red","Cabernet Sauvignon-Merlot","France","14"
"Rose","Gamay","France","17"
"Rose","Syrah","France","13"
"Rose","Chardonnay","France","1"
"White","Champagne Blend","France","1"
"Red","Malbec","France","632"
"White","Sauvignon-Sémillon","France","1"
"Red","Petit Verdot","France","5"
"Red","Carignan-Grenache","France","1"
"Dessert","Muscat d'Alexandrie","France","1"
"Red","Chardonnay-Viognier","France","1"
"White","Pinot Noir","France","8"
"Rose","Malbec","France","6"
"Port/Sherry","Red Blend","France","1"
"White","Jacquère","France","29"
"White","Colombard","France","15"
"White","Loin de l'Oeil","France","2"
"Sparkling","White Blend","France","19"
"Fortified","Grenache Blanc","France","2"
"White","Roussanne-Grenache Blanc","France","1"
"Rose","Sparkling Blend","France","1"
"Fortified","White Blend","France","4"
"Sparkling","Chardonnay","France","561"
"White","Folle Blanche","France","2"
"White","Altesse","France","11"
"White","Chardonnay-Sauvignon","France","8"
"Red","Cabernet Sauvignon-Syrah","France","9"
"Fortified","Malbec-Tannat","France","1"
"White","Silvaner","France","3"
"White","Rolle","France","9"
"White","Savagnin","France","25"
"Sparkling","Rosé","France","1"
"Sparkling","Pinot Noir-Gamay","France","1"
"Red","Segalin","France","1"
"Rose","Bordeaux-style Red Blend","France","28"
"Sparkling","Merlot","France","1"
"Sparkling","Clairette","France","1"
"White","Gros Plant","France","1"
"White","Bordeaux-style White Blend","France","1391"
"Red","Grenache Noir","France","1"
"Rose","Merlot-Cabernet Franc","France","1"
"Rose","Red Blend","France","9"
"White","Biancu Gentile","France","2"
"Red","Duras","France","6"
"White","Muscat Blanc à Petits Grains","France","1"
"White","Malvoisie","France","1"
"Sparkling","Chenin Blanc-Chardonnay","France","24"
"Red","Carignan-Syrah","France","2"
"Dessert","Silvaner","France","1"
"Dessert","Tokay Pinot Gris","France","5"
"Rose","Grolleau","France","4"
"Red","Rhône-style White Blend","France","2"
"White","Chardonnay-Pinot Blanc","France","1"
"Dessert","Sémillon","France","9"
"Rose","Cinsault","France","6"
"Red","Nielluciu","France","3"
"Red","Grenache-Carignan","France","5"
"White","Chardonnay","France","4233"
"Red","Carcajolu","France","1"
"White","Colombard-Ugni Blanc","France","9"
"Fortified","Rhône-style White Blend","France","2"
"White","Gros and Petit Manseng","France","30"
"Sparkling","Cabernet Franc","France","23"
"White","Roussanne-Marsanne","France","1"
"Rose","Rhône-style Red Blend","France","14"
"Sparkling","Pinot Blanc-Pinot Noir","France","1"
"Red","Gamay","France","1960"
"Red","Merlot-Cabernet","France","2"
"Sparkling","Mtsvane","Georgia","1"
"Sparkling","Sparkling Blend","Georgia","4"
"Dessert","Other","Georgia","1"
"Red","Otskhanuri Sapere","Georgia","1"
"White","Sparkling Blend","Georgia","1"
"White","Rkatsiteli","Georgia","21"
"White","Tsolikouri","Georgia","1"
"White","Mtsvane","Georgia","7"
"Rose","Rosé","Georgia","4"
"Red","Red Blend","Georgia","3"
"White","Kisi","Georgia","5"
"Red","Saperavi-Merlot","Georgia","2"
"Red","Ojaleshi","Georgia","1"
"White","Chinuri","Georgia","3"
"White","White Blend","Georgia","13"
"Red","Saperavi","Georgia","47"
"White","Pinot Blanc","Germany","40"
"White","Pinot Grigio","Germany","9"
"Sparkling","Müller-Thurgau","Germany","1"
"Dessert","Riesling","Germany","166"
"Red","Cabernet Sauvignon","Germany","1"
"White","Traminer","Germany","1"
"White","Rivaner","Germany","4"
"Dessert","Pinot Noir-Gamay","Germany","1"
"White","Weissburgunder","Germany","23"
"Red","Riesling","Germany","3"
"White","Auxerrois","Germany","3"
"Dessert","Rieslaner","Germany","1"
"White","Silvaner","Germany","72"
"Sparkling","Chardonnay","Germany","2"
"Sparkling","Scheurebe","Germany","1"
"Sparkling","White Blend","Germany","1"
"Red","Schwartzriesling","Germany","1"
"Dessert","Scheurebe","Germany","1"
"White","Elbling","Germany","3"
"White","Chardonnay-Pinot Blanc","Germany","1"
"White","Müller-Thurgau","Germany","4"
"Rose","Pinot Noir","Germany","6"
"Red","St. Laurent","Germany","2"
"White","Sauvignon Blanc","Germany","6"
"Red","Dornfelder","Germany","28"
"White","Gewürztraminer","Germany","56"
"White","Bacchus","Germany","1"
"White","Weisser Burgunder","Germany","5"
"White","Sylvaner","Germany","1"
"Dessert","Huxelrebe","Germany","1"
"White","Riesling","Germany","3494"
"White","Kerner","Germany","1"
"Sparkling","Riesling","Germany","41"
"Red","Trollinger","Germany","5"
"White","Rieslaner","Germany","7"
"Dessert","Silvaner","Germany","6"
"Red","Pinot Noir","Germany","94"
"Rose","Rosé","Germany","27"
"White","White Blend","Germany","26"
"White","Muskateller","Germany","5"
"White","Spätburgunder","Germany","2"
"Dessert","Muskateller","Germany","1"
"Rose","Spätburgunder","Germany","1"
"White","Pinot Noir","Germany","8"
"Red","Lemberger","Germany","10"
"White","Chardonnay Weissburgunder","Germany","1"
"White","Pinot Gris","Germany","27"
"Sparkling","Sparkling Blend","Germany","27"
"White","Gewürztraminer-Riesling","Germany","3"
"White","Schwartzriesling","Germany","1"
"Red","Früburgunder","Germany","1"
"White","Silvaner-Traminer","Germany","1"
"White","Scheurebe","Germany","23"
"Rose","Scheurebe","Germany","1"
"Dessert","White Blend","Germany","4"
"Sparkling","Pinot Noir","Germany","3"
"Red","Red Blend","Germany","14"
"White","Liebfraumilch","Germany","1"
"White","Grauburgunder","Germany","10"
"White","Chardonnay","Germany","6"
"Dessert","Gewürztraminer","Germany","2"
"Red","Spätburgunder","Germany","107"
"Red","Red Blend","Global","1"
"Red","Cabernet Blend","Greece","18"
"White","Malagouzia","Greece","5"
"Rose","Red Blend","Greece","1"
"Red","Cabernet Sauvignon-Merlot","Greece","4"
"Red","Bordeaux-style Red Blend","Greece","4"
"Dessert","Mavrodaphne","Greece","10"
"Red","Xinomavro","Greece","67"
"White","Sideritis","Greece","1"
"Dessert","Mandilaria","Greece","1"
"Red","Cabernet Sauvignon-Syrah","Greece","1"
"White","Thrapsathiri","Greece","1"
"Red","Tsapournakos","Greece","1"
"Dessert","Muscat d'Alexandrie","Greece","1"
"White","Savatiano","Greece","10"
"Red","Vilana","Greece","1"
"Rose","Rosé","Greece","23"
"Red","Syrah-Xinomavro","Greece","1"
"Rose","Cabernet Sauvignon-Merlot","Greece","1"
"Rose","Cabernet Sauvignon Grenache","Greece","1"
"Red","Rhône-style Red Blend","Greece","1"
"White","Roditis","Greece","19"
"Red","Mavrokalavryta","Greece","1"
"Red","Mavroudi","Greece","2"
"White","Moschofilero","Greece","61"
"Red","Red Blend","Greece","141"
"Red","St. George","Greece","3"
"White","Viognier","Greece","6"
"White","Traminer","Greece","3"
"White","White Blend","Greece","142"
"White","Malagousia","Greece","13"
"Red","Lidia","Greece","1"
"White","Plyto","Greece","2"
"White","Malagouzia-Chardonnay","Greece","1"
"Red","Mavrotragano","Greece","1"
"White","Sauvignon Blanc-Assyrtiko","Greece","1"
"Dessert","White Blend","Greece","1"
"Red","Rosé","Greece","1"
"White","Assyrtiko-Sauvignon Blanc","Greece","1"
"White","Moschofilero-Chardonnay","Greece","1"
"White","Athiri","Greece","3"
"White","Roditis-Moschofilero","Greece","1"
"White","Vilana","Greece","8"
"Dessert","Malvasia","Greece","1"
"Dessert","Muscat","Greece","16"
"Red","Cabernet Merlot","Greece","1"
"White","Dafni","Greece","1"
"Red","Cabernet Sauvignon","Greece","26"
"Rose","Cabernet Sauvignon","Greece","1"
"White","Xinomavro","Greece","1"
"White","Agiorgitiko","Greece","2"
"Red","Cabernet Sauvignon-Cabernet Franc","Greece","1"
"Rose","Agiorgitiko","Greece","4"
"Red","Assyrtico","Greece","2"
"Dessert","Muscat of Alexandria","Greece","2"
"Red","Kotsifali","Greece","2"
"White","Moscofilero","Greece","1"
"White","Assyrtiko","Greece","21"
"Red","Merlot","Greece","14"
"White","Robola","Greece","7"
"Red","Mandilaria","Greece","3"
"White","Assyrtico","Greece","73"
"Red","Mavrodaphne","Greece","2"
"Red","Agiorgitiko","Greece","111"
"Rose","Xinomavro","Greece","5"
"White","Petroulianos","Greece","2"
"White","Sauvignon","Greece","1"
"White","Malvasia Bianca","Greece","1"
"White","Chardonnay","Greece","33"
"White","Aidani","Greece","2"
"White","Muscat","Greece","7"
"White","Sauvignon Blanc","Greece","16"
"Dessert","Red Blend","Greece","1"
"Red","Tannat","Greece","1"
"Red","Roditis","Greece","1"
"Red","Syrah","Greece","15"
"White","Irsai Oliver","Hungary","1"
"Rose","Rosé","Hungary","5"
"Red","Shiraz","Hungary","1"
"White","Grüner Veltliner","Hungary","4"
"Red","Cabernet Sauvignon-Cabernet Franc","Hungary","1"
"Dessert","White Blend","Hungary","10"
"Dessert","Muscat Blanc","Hungary","1"
"Red","Merlot","Hungary","2"
"Sparkling","Tokaji","Hungary","1"
"White","Tokaji","Hungary","6"
"White","Pinot Gris","Hungary","2"
"White","Juhfark","Hungary","1"
"Red","Pinot Noir","Hungary","2"
"White","Traminer","Hungary","1"
"Red","Chardonnay","Hungary","1"
